pdb,weight,seq_len
1IQV_A,21.194633754797465,218
5HUB_A,21.770245749646463,90
3GE3_A,46.99914892846465,500
6FYJ_A,91.55025832841764,421
2QYW_A,11.379771526704742,102
3FIA_A,29.799630870197035,121
3FRR_A,17.64550934373956,191
1TZV_A,38.096102162819754,142
3CRJ_A,247.4797591723412,199
2A2M_A,90.8955444452587,258
1L9L_A,19.14012539143879,74
2I6H_A,26.655205870523684,207
1X91_A,36.25326468057739,153
1QSA_A,181.33851328385816,618
2Q3T_A,38.72,157
1RKT_A,131.8215414869664,205
2ZI0_A,2.22,75
2FBH_A,52.847206170241385,146
1YLM_A,80.0427610718171,144
1RRO_A,26.121715104487297,108
2C7L_B,43.162312264289085,172
2XCJ_A,51.78107762493941,99
2GXG_A,51.305750165064346,146
1WOZ_A,22.335800858711114,177
3ELK_A,74.05403432629447,117
2AJA_A,218.25557908103977,376
1WWM_A,21.5785286801487,190
5UWZ_A,8.481833528194242,243
1BKR_A,22.421382651388832,109
3BNI_A,124.43935269841288,229
2DUY_A,18.270851102233852,75
1EZJ_A,1.5839191898578664,115
2QI9_A,444.9655591166579,326
2WZK_A,51.791618047711154,391
1DLY_A,31.226440719364735,164
2WPV_A,96.6323703527964,312
2X3M_A,1.66,239
1ZLB_A,12.853497578480342,122
2ZCM_A,113.40742832813028,192
1U84_A,9.092227449860678,90
2OA5_A,5.786968118108134,110
3ABB_A,75.15002661343507,408
3CS1_A,51.64069228815586,219
1CG5_A,75.19412477048988,141
1Q8C_A,31.9811757132223,151
1RTR_A,150.99578073575432,301
2FSW_A,62.39213331823171,107
2WH6_A,21.776289858467624,173
3G2B_A,26.465093991898083,95
3HJL_A,45.9602056131171,329
3HD6_A,70.95547195248581,490
1U7G_A,59.9831976473412,385
1WVT_A,57.44316147288552,172
3KEV_A,19.346865379177064,199
1DW0_A,106.9904201318978,112
4ANN_A,16.130666446244557,215
5DIC_A,29.47681292134548,117
2XPI_A,350.25111905602813,597
1UUJ_A,18.610094035227227,88
4FH0_A,4.159086438149609,102
2A9I_A,15.889383247942636,113
3CJN_A,54.28123524755125,162
2ZOP_A,42.384044167587405,114
3CE2_A,133.1790242493164,618
4GA2_A,40.26853858783554,150
1BEA_A,8.985321363201209,127
4YZR_A,80.83074662527868,405
2QUP_A,12.19387141149192,145
3I7A_A,80.91714280670072,281
3ACX_A,57.99444111292048,293
1UTG_A,6.102458520956943,70
1QUU_A,71.57711366072259,250
3GZI_A,65.71117408782163,218
2CJJ_A,17.583660028560608,93
1K8U_A,32.225250968766716,90
1KHY_A,137.1870839401436,148
1ZX3_A,0.83,122
2Q52_A,362.56,224
2CWY_A,11.26765281680262,94
2P61_A,11.421803710447836,162
1LWB_A,15.286556185092834,122
3WVS_A,73.10222568431142,401
2OY9_A,10.934372409973973,98
1SZ9_A,76.4429669753863,144
1LDF_A,67.77565344576178,281
2V7F_A,30.86331155271579,150
1BUN_A,19.155239492107636,120
2FBA_A,79.94053790161786,492
2Q4U_A,1112.362530832462,272
2A9U_A,35.42500529287187,144
1CG5_B,74.98230991373899,141
1WWI_A,5.022947341949744,148
2GTG_A,22.32217731315653,83
2HYT_A,57.05420580465563,197
2QZC_A,87.1968411125082,214
3RZN_A,27.790919380258007,209
2ZIH_A,152.18717915777268,347
1Z8O_A,76.1681271924156,404
1G8E_A,13.902244423113844,116
1OLT_A,115.07139870532556,457
3F6V_A,30.63304098518461,151
3M5Q_A,40.54740558901395,357
2AO9_A,156.0487885246149,155
3LVY_A,333.2169995663487,207
2IJ2_A,258.24331704808935,470
1WE1_A,190.0334104835252,240
3CE7_A,38.88791586084294,107
3CT5_A,18.745823534857035,159
1V9M_A,67.0618580118386,323
1NC5_A,94.7283954260812,373
3CR3_A,94.34781608495236,192
1ZK8_A,97.9661058734091,183
1T5J_A,52.653495610453064,313
2O8I_A,21.14502069046044,165
2GYQ_A,68.4922046659326,173
1Z67_A,13.27492372859445,135
2V7K_A,29.98922473155984,361
3FHD_A,15.79630336502816,508
3BUJ_A,78.30063920556461,397
3LJX_A,80.28461371894369,288
2EFK_A,59.11522646493033,301
3RQ9_A,3.870193793597421,85
1SK7_A,31.291084992374422,198
2WCJ_A,36.52417144850791,141
3ABH_A,125.68551865668536,312
