pdb,weight,seq_len
2GVI_A,24.66576574931336,204
3HID_A,41.75915707961548,432
3KEO_A,78.2523296777802,212
3BRC_A,5.94,156
1Q7H_A,17.459072140294282,153
2DT5_A,67.22830876944622,211
2EGV_A,69.60997342335364,229
1MGT_A,21.70844305794407,174
1ZKD_A,72.76893636710653,387
2VD8_A,195.68703201796484,391
3D79_A,22.897886365339488,179
1WSR_A,177.30539867697206,375
2VSG_A,125.04402424746252,358
1R5A_A,56.17245232318062,218
1F0Y_A,200.34668452460105,302
1MPG_A,135.94623054722774,282
2XDW_A,113.53759509519304,710
2IMI_A,118.8,221
2HPI_A,110.22692819814948,1220
4E2X_A,100.19146670250916,416
1JNR_A,251.6325042596842,643
2B61_A,124.37333717481413,377
2WBT_A,61.40536784353629,129
3HJE_A,12.193637685284896,704
3EGW_A,134.08666376638655,1244
1WRU_A,80.20325741514493,379
3HH0_A,166.38923883472754,146
1LBU_A,39.73463476615836,213
4RD4_A,64.2700832425165,415
2W5A_A,95.82287409590676,279
3KXA_A,136.18050521275063,141
1QHD_A,0.0,398
2CMG_A,118.79901683094856,262
2Q6T_A,359.1503861894068,444
2G5X_A,30.42,234
3I0W_A,73.93578294709538,290
1L5J_A,68.96,865
3A4M_A,125.85683294918874,260
1E3P_A,58.05,757
2ZO4_A,113.9037453291155,317
3H2Z_A,44.89078747360086,382
3KXR_A,63.279160866749805,205
2A2C_A,115.78833447286476,478
2BUJ_A,185.1801474240692,317
1N0U_A,123.3947920294856,842
3EDP_A,121.82899449638415,236
2VHL_A,148.3213824773758,396
2PG0_A,242.59458423468567,385
1EKE_A,90.27044865292297,230
3ZIY_A,65.59183943144147,468
2GTR_A,255.2056347340317,261
4C08_A,52.605845682775595,382
1P9B_A,38.628238375571826,442
1EI5_A,155.2272373006748,520
2XUB_A,33.25936108827107,534
1OFD_A,215.0350780686723,1520
1UJN_A,132.07648693086895,348
2YFQ_A,119.85134792733872,421
3DFZ_A,103.7580117388532,223
2O3I_A,83.66677416991766,405
1VLO_A,79.73187317503584,381
1XL7_A,163.6245091665671,612
3GZX_A,84.21968653468143,457
2CZ2_A,56.915590131351536,223
4XDZ_A,175.43253318583757,343
2QCV_A,93.73323850161158,332
3BFM_A,58.45671475544961,235
1UAS_A,41.59063356093533,362
2ZF8_A,23.207593584859243,278
4YAP_A,67.2580077016856,265
1ZS9_A,86.40940689531435,261
1S8N_A,66.93287682447243,205
2PAJ_A,119.96653366668556,492
3FNB_A,205.82850871538665,405
3IAC_A,152.77187110198005,473
2XRC_A,150.28048442828495,565
2J8G_A,50.92483480581944,339
3BE7_A,559.9534266347514,408
1YUE_A,15.4,427
3IRB_A,66.65557291029761,145
3HL6_A,5.388153672641493,225
2P62_A,42.29532834723003,241
6HAV_A,10.814989597775856,342
3I0P_A,59.48176191068989,365
3LNN_A,153.92960728852654,359
1Y0Y_A,48.864093156427245,353
3LL7_A,45.83128189348407,410
2RCN_A,45.5953901178617,358
2IN3_A,60.26239291631224,216
1INP_A,81.38795979750321,400
3HVN_A,44.45356678602967,508
1NVM_A,554.2062576333833,345
2Z1K_A,360.7707238676664,475
3PFG_A,85.68219418292227,263
3DA1_A,150.81286284664182,561
3H20_A,17.038309775326894,323
2R01_A,43.94712732363743,210
3DSQ_A,134.72032697406877,288
1PGJ_A,205.4844110875567,478
3IEF_A,39.753140756423264,233
2WZN_A,48.74705324427313,354
1IKP_A,11.98,613
3EYY_A,87.61863956944322,145
2F1K_A,418.32298191708287,279
1TXG_A,237.3540604245059,335
3FTD_A,56.64203386178854,249
3KSR_A,55.42392624129041,290
2DSJ_A,96.45884096338706,423
